,regions,product,year,value
17376,Comoros,        Refined petroleum products (Mb/d),2005,0
17377,Comoros,            Distillate fuel oil (Mb/d),2005,0
17378,Comoros,            Residual fuel oil (Mb/d),2005,0
17379,Congo-Brazzaville,        Refined petroleum products (Mb/d),2005,0.1
17380,Congo-Brazzaville,            Distillate fuel oil (Mb/d),2005,0
17381,Congo-Brazzaville,            Residual fuel oil (Mb/d),2005,0.1
17382,Congo-Kinshasa,        Refined petroleum products (Mb/d),2005,2.5
17383,Congo-Kinshasa,            Distillate fuel oil (Mb/d),2005,2.5
17384,Congo-Kinshasa,            Residual fuel oil (Mb/d),2005,0.0364931506849315
17385,Cook Islands,        Refined petroleum products (Mb/d),2005,0.2
17386,Cook Islands,            Distillate fuel oil (Mb/d),2005,0.2
17387,Cook Islands,            Residual fuel oil (Mb/d),2005,0
17388,Costa Rica,        Refined petroleum products (Mb/d),2005,0
17389,Costa Rica,            Distillate fuel oil (Mb/d),2005,0
17390,Costa Rica,            Residual fuel oil (Mb/d),2005,0
17391,Croatia,        Refined petroleum products (Mb/d),2005,1.1
17392,Croatia,            Distillate fuel oil (Mb/d),2005,0.8
17393,Croatia,            Residual fuel oil (Mb/d),2005,0.3
17394,Cuba,        Refined petroleum products (Mb/d),2005,2.8
17395,Cuba,            Distillate fuel oil (Mb/d),2005,1.8
17396,Cuba,            Residual fuel oil (Mb/d),2005,1.1
17397,Cyprus,        Refined petroleum products (Mb/d),2005,11
17398,Cyprus,            Distillate fuel oil (Mb/d),2005,6.5
17399,Cyprus,            Residual fuel oil (Mb/d),2005,4.1
17400,Czech Republic,        Refined petroleum products (Mb/d),2005,0
17401,Czech Republic,            Distillate fuel oil (Mb/d),2005,0
17402,Czech Republic,            Residual fuel oil (Mb/d),2005,0
17403,Côte d’Ivoire,        Refined petroleum products (Mb/d),2005,3.1
17404,Côte d’Ivoire,            Distillate fuel oil (Mb/d),2005,1.8
17405,Côte d’Ivoire,            Residual fuel oil (Mb/d),2005,1.3
17406,Denmark,        Refined petroleum products (Mb/d),2005,15
17407,Denmark,            Distillate fuel oil (Mb/d),2005,6.3
17408,Denmark,            Residual fuel oil (Mb/d),2005,8.9
17409,Djibouti,        Refined petroleum products (Mb/d),2005,8
17410,Djibouti,            Distillate fuel oil (Mb/d),2005,2.2
17411,Djibouti,            Residual fuel oil (Mb/d),2005,5.8
17412,Dominica,        Refined petroleum products (Mb/d),2005,0
17413,Dominica,            Distillate fuel oil (Mb/d),2005,0
17414,Dominica,            Residual fuel oil (Mb/d),2005,0
17415,Dominican Republic,        Refined petroleum products (Mb/d),2005,0
17416,Dominican Republic,            Distillate fuel oil (Mb/d),2005,0
17417,Dominican Republic,            Residual fuel oil (Mb/d),2005,0
17418,Ecuador,        Refined petroleum products (Mb/d),2005,4.1
17419,Ecuador,            Distillate fuel oil (Mb/d),2005,0
17420,Ecuador,            Residual fuel oil (Mb/d),2005,4.1
17421,Egypt,        Refined petroleum products (Mb/d),2005,34
17422,Egypt,            Distillate fuel oil (Mb/d),2005,11
17423,Egypt,            Residual fuel oil (Mb/d),2005,23
17424,El Salvador,        Refined petroleum products (Mb/d),2005,0
17425,El Salvador,            Distillate fuel oil (Mb/d),2005,0
17426,El Salvador,            Residual fuel oil (Mb/d),2005,0
17427,Equatorial Guinea,        Refined petroleum products (Mb/d),2005,0
17428,Equatorial Guinea,            Distillate fuel oil (Mb/d),2005,0
17429,Equatorial Guinea,            Residual fuel oil (Mb/d),2005,0
17430,Eritrea,        Refined petroleum products (Mb/d),2005,0
17431,Eritrea,            Distillate fuel oil (Mb/d),2005,0
17432,Eritrea,            Residual fuel oil (Mb/d),2005,0
17433,Estonia,        Refined petroleum products (Mb/d),2005,0
17434,Estonia,            Distillate fuel oil (Mb/d),2005,1.5
17435,Estonia,            Residual fuel oil (Mb/d),2005,0
17436,Eswatini,        Refined petroleum products (Mb/d),2005,0
17437,Eswatini,            Distillate fuel oil (Mb/d),2005,0
17438,Eswatini,            Residual fuel oil (Mb/d),2005,0
17439,Ethiopia,        Refined petroleum products (Mb/d),2005,2.1
17440,Ethiopia,            Distillate fuel oil (Mb/d),2005,2.1
17441,Ethiopia,            Residual fuel oil (Mb/d),2005,0
17442,Falkland Islands,        Refined petroleum products (Mb/d),2005,0
17443,Falkland Islands,            Distillate fuel oil (Mb/d),2005,0
17444,Falkland Islands,            Residual fuel oil (Mb/d),2005,0
17445,Faroe Islands,        Refined petroleum products (Mb/d),2005,0
17446,Faroe Islands,            Distillate fuel oil (Mb/d),2005,0
17447,Faroe Islands,            Residual fuel oil (Mb/d),2005,0
17448,Fiji,        Refined petroleum products (Mb/d),2005,1.4
17449,Fiji,            Distillate fuel oil (Mb/d),2005,1.4
17450,Fiji,            Residual fuel oil (Mb/d),2005,0.0182465753424658
17451,Finland,        Refined petroleum products (Mb/d),2005,0
17452,Finland,            Distillate fuel oil (Mb/d),2005,0
17453,Finland,            Residual fuel oil (Mb/d),2005,0
17454,Former Czechoslovakia,        Refined petroleum products (Mb/d),2005,--
17455,Former Czechoslovakia,            Distillate fuel oil (Mb/d),2005,--
17456,Former Czechoslovakia,            Residual fuel oil (Mb/d),2005,--
17457,Former Serbia and Montenegro,        Refined petroleum products (Mb/d),2005,--
17458,Former Serbia and Montenegro,            Distillate fuel oil (Mb/d),2005,--
17459,Former Serbia and Montenegro,            Residual fuel oil (Mb/d),2005,--
17460,Former U.S.S.R.,        Refined petroleum products (Mb/d),2005,--
17461,Former U.S.S.R.,            Distillate fuel oil (Mb/d),2005,--
17462,Former U.S.S.R.,            Residual fuel oil (Mb/d),2005,--
17463,Former Yugoslavia,        Refined petroleum products (Mb/d),2005,--
17464,Former Yugoslavia,            Distillate fuel oil (Mb/d),2005,--
17465,Former Yugoslavia,            Residual fuel oil (Mb/d),2005,--
17466,France,        Refined petroleum products (Mb/d),2005,54
17467,France,            Distillate fuel oil (Mb/d),2005,9.3
17468,France,            Residual fuel oil (Mb/d),2005,45
17469,French Guiana,        Refined petroleum products (Mb/d),2005,0.2
17470,French Guiana,            Distillate fuel oil (Mb/d),2005,0.2
17471,French Guiana,            Residual fuel oil (Mb/d),2005,0
17472,French Polynesia,        Refined petroleum products (Mb/d),2005,1
17473,French Polynesia,            Distillate fuel oil (Mb/d),2005,1
17474,French Polynesia,            Residual fuel oil (Mb/d),2005,0.0547397260273973
17475,Gabon,        Refined petroleum products (Mb/d),2005,3.6
17476,Gabon,            Distillate fuel oil (Mb/d),2005,1.6
17477,Gabon,            Residual fuel oil (Mb/d),2005,2
17478,"Gambia, The",        Refined petroleum products (Mb/d),2005,0
17479,"Gambia, The",            Distillate fuel oil (Mb/d),2005,0
17480,"Gambia, The",            Residual fuel oil (Mb/d),2005,0
17481,Georgia,        Refined petroleum products (Mb/d),2005,0.4
17482,Georgia,            Distillate fuel oil (Mb/d),2005,0.4
17483,Georgia,            Residual fuel oil (Mb/d),2005,0
17484,Germany,        Refined petroleum products (Mb/d),2005,46
17485,Germany,            Distillate fuel oil (Mb/d),2005,9
17486,Germany,            Residual fuel oil (Mb/d),2005,37
17487,"Germany, East",        Refined petroleum products (Mb/d),2005,--
17488,"Germany, East",            Distillate fuel oil (Mb/d),2005,--
17489,"Germany, East",            Residual fuel oil (Mb/d),2005,--
17490,"Germany, West",        Refined petroleum products (Mb/d),2005,--
17491,"Germany, West",            Distillate fuel oil (Mb/d),2005,--
17492,"Germany, West",            Residual fuel oil (Mb/d),2005,--
17493,Ghana,        Refined petroleum products (Mb/d),2005,2
17494,Ghana,            Distillate fuel oil (Mb/d),2005,2
17495,Ghana,            Residual fuel oil (Mb/d),2005,0
17496,Gibraltar,        Refined petroleum products (Mb/d),2005,22
17497,Gibraltar,            Distillate fuel oil (Mb/d),2005,2.8
17498,Gibraltar,            Residual fuel oil (Mb/d),2005,19
17499,Greece,        Refined petroleum products (Mb/d),2005,53
17500,Greece,            Distillate fuel oil (Mb/d),2005,8.4
17501,Greece,            Residual fuel oil (Mb/d),2005,45
17502,Greenland,        Refined petroleum products (Mb/d),2005,0
17503,Greenland,            Distillate fuel oil (Mb/d),2005,0
17504,Greenland,            Residual fuel oil (Mb/d),2005,0
17505,Grenada,        Refined petroleum products (Mb/d),2005,0.2
17506,Grenada,            Distillate fuel oil (Mb/d),2005,0.2
17507,Grenada,            Residual fuel oil (Mb/d),2005,0
17508,Guadeloupe,        Refined petroleum products (Mb/d),2005,2
17509,Guadeloupe,            Distillate fuel oil (Mb/d),2005,2
17510,Guadeloupe,            Residual fuel oil (Mb/d),2005,0
17511,Guam,        Refined petroleum products (Mb/d),2005,2.1
17512,Guam,            Distillate fuel oil (Mb/d),2005,1.4
17513,Guam,            Residual fuel oil (Mb/d),2005,0.7
17514,Guatemala,        Refined petroleum products (Mb/d),2005,2.5
17515,Guatemala,            Distillate fuel oil (Mb/d),2005,2.5
17516,Guatemala,            Residual fuel oil (Mb/d),2005,0
17517,Guinea,        Refined petroleum products (Mb/d),2005,0.5
17518,Guinea,            Distillate fuel oil (Mb/d),2005,0.5
17519,Guinea,            Residual fuel oil (Mb/d),2005,0
17520,Guinea-Bissau,        Refined petroleum products (Mb/d),2005,0.1
17521,Guinea-Bissau,            Distillate fuel oil (Mb/d),2005,0.1
17522,Guinea-Bissau,            Residual fuel oil (Mb/d),2005,0
17523,Guyana,        Refined petroleum products (Mb/d),2005,0.3
17524,Guyana,            Distillate fuel oil (Mb/d),2005,0.3
17525,Guyana,            Residual fuel oil (Mb/d),2005,0.0547397260273973
17526,Haiti,        Refined petroleum products (Mb/d),2005,0.5
17527,Haiti,            Distillate fuel oil (Mb/d),2005,0.5
17528,Haiti,            Residual fuel oil (Mb/d),2005,0
17529,Hawaiian Trade Zone,        Refined petroleum products (Mb/d),2005,--
17530,Hawaiian Trade Zone,            Distillate fuel oil (Mb/d),2005,--
17531,Hawaiian Trade Zone,            Residual fuel oil (Mb/d),2005,--
17532,Honduras,        Refined petroleum products (Mb/d),2005,0.6
17533,Honduras,            Distillate fuel oil (Mb/d),2005,0.6
17534,Honduras,            Residual fuel oil (Mb/d),2005,0
17535,Hong Kong,        Refined petroleum products (Mb/d),2005,160
17536,Hong Kong,            Distillate fuel oil (Mb/d),2005,84
17537,Hong Kong,            Residual fuel oil (Mb/d),2005,76
17538,Hungary,        Refined petroleum products (Mb/d),2005,0
17539,Hungary,            Distillate fuel oil (Mb/d),2005,0
17540,Hungary,            Residual fuel oil (Mb/d),2005,0
17541,Iceland,        Refined petroleum products (Mb/d),2005,0
17542,Iceland,            Distillate fuel oil (Mb/d),2005,0
17543,Iceland,            Residual fuel oil (Mb/d),2005,0
17544,India,        Refined petroleum products (Mb/d),2005,18
17545,India,            Distillate fuel oil (Mb/d),2005,17
17546,India,            Residual fuel oil (Mb/d),2005,0.4
17547,Indonesia,        Refined petroleum products (Mb/d),2005,20
17548,Indonesia,            Distillate fuel oil (Mb/d),2005,17
17549,Indonesia,            Residual fuel oil (Mb/d),2005,2.4
17550,Iran,        Refined petroleum products (Mb/d),2005,29
17551,Iran,            Distillate fuel oil (Mb/d),2005,17
17552,Iran,            Residual fuel oil (Mb/d),2005,12
17553,Iraq,        Refined petroleum products (Mb/d),2005,7.1
17554,Iraq,            Distillate fuel oil (Mb/d),2005,7.1
17555,Iraq,            Residual fuel oil (Mb/d),2005,0
17556,Ireland,        Refined petroleum products (Mb/d),2005,2.1
17557,Ireland,            Distillate fuel oil (Mb/d),2005,1.7
17558,Ireland,            Residual fuel oil (Mb/d),2005,0.4
17559,Israel,        Refined petroleum products (Mb/d),2005,5.2
17560,Israel,            Distillate fuel oil (Mb/d),2005,2
17561,Israel,            Residual fuel oil (Mb/d),2005,4.3
17562,Italy,        Refined petroleum products (Mb/d),2005,64
17563,Italy,            Distillate fuel oil (Mb/d),2005,14
17564,Italy,            Residual fuel oil (Mb/d),2005,49
17565,Jamaica,        Refined petroleum products (Mb/d),2005,4
17566,Jamaica,            Distillate fuel oil (Mb/d),2005,3.7
17567,Jamaica,            Residual fuel oil (Mb/d),2005,0.3
17568,Japan,        Refined petroleum products (Mb/d),2005,107
17569,Japan,            Distillate fuel oil (Mb/d),2005,3.7
17570,Japan,            Residual fuel oil (Mb/d),2005,104
17571,Jordan,        Refined petroleum products (Mb/d),2005,4.2
17572,Jordan,            Distillate fuel oil (Mb/d),2005,3.4
17573,Jordan,            Residual fuel oil (Mb/d),2005,0.8
17574,Kazakhstan,        Refined petroleum products (Mb/d),2005,0
17575,Kazakhstan,            Distillate fuel oil (Mb/d),2005,0
17576,Kazakhstan,            Residual fuel oil (Mb/d),2005,0
17577,Kenya,        Refined petroleum products (Mb/d),2005,1.1
17578,Kenya,            Distillate fuel oil (Mb/d),2005,0.6
17579,Kenya,            Residual fuel oil (Mb/d),2005,0.4
17580,Kiribati,        Refined petroleum products (Mb/d),2005,0.0461095890410959
17581,Kiribati,            Distillate fuel oil (Mb/d),2005,0.0461095890410959
17582,Kiribati,            Residual fuel oil (Mb/d),2005,0
17583,Kosovo,        Refined petroleum products (Mb/d),2005,
17584,Kosovo,            Distillate fuel oil (Mb/d),2005,
17585,Kosovo,            Residual fuel oil (Mb/d),2005,
17586,Kuwait,        Refined petroleum products (Mb/d),2005,17
17587,Kuwait,            Distillate fuel oil (Mb/d),2005,9.7
17588,Kuwait,            Residual fuel oil (Mb/d),2005,7.3
17589,Kyrgyzstan,        Refined petroleum products (Mb/d),2005,0
17590,Kyrgyzstan,            Distillate fuel oil (Mb/d),2005,0
17591,Kyrgyzstan,            Residual fuel oil (Mb/d),2005,0
17592,Laos,        Refined petroleum products (Mb/d),2005,0
17593,Laos,            Distillate fuel oil (Mb/d),2005,0
17594,Laos,            Residual fuel oil (Mb/d),2005,0
17595,Latvia,        Refined petroleum products (Mb/d),2005,5.9
17596,Latvia,            Distillate fuel oil (Mb/d),2005,2.7
17597,Latvia,            Residual fuel oil (Mb/d),2005,3.2
17598,Lebanon,        Refined petroleum products (Mb/d),2005,3
17599,Lebanon,            Distillate fuel oil (Mb/d),2005,2.8
17600,Lebanon,            Residual fuel oil (Mb/d),2005,0.3
17601,Lesotho,        Refined petroleum products (Mb/d),2005,0
17602,Lesotho,            Distillate fuel oil (Mb/d),2005,0
17603,Lesotho,            Residual fuel oil (Mb/d),2005,0
17604,Liberia,        Refined petroleum products (Mb/d),2005,0.3
17605,Liberia,            Distillate fuel oil (Mb/d),2005,0.1
17606,Liberia,            Residual fuel oil (Mb/d),2005,0.2
17607,Libya,        Refined petroleum products (Mb/d),2005,4.8
17608,Libya,            Distillate fuel oil (Mb/d),2005,3.2
17609,Libya,            Residual fuel oil (Mb/d),2005,1.6
17610,Lithuania,        Refined petroleum products (Mb/d),2005,3.3
17611,Lithuania,            Distillate fuel oil (Mb/d),2005,1
17612,Lithuania,            Residual fuel oil (Mb/d),2005,2.4
17613,Luxembourg,        Refined petroleum products (Mb/d),2005,0
17614,Luxembourg,            Distillate fuel oil (Mb/d),2005,0
17615,Luxembourg,            Residual fuel oil (Mb/d),2005,0
17616,Macau,        Refined petroleum products (Mb/d),2005,0
17617,Macau,            Distillate fuel oil (Mb/d),2005,0
17618,Macau,            Residual fuel oil (Mb/d),2005,0
17619,Madagascar,        Refined petroleum products (Mb/d),2005,0.4
17620,Madagascar,            Distillate fuel oil (Mb/d),2005,0.1
17621,Madagascar,            Residual fuel oil (Mb/d),2005,0.2
17622,Malawi,        Refined petroleum products (Mb/d),2005,0.4
17623,Malawi,            Distillate fuel oil (Mb/d),2005,0.4
17624,Malawi,            Residual fuel oil (Mb/d),2005,0
17625,Malaysia,        Refined petroleum products (Mb/d),2005,2.4
17626,Malaysia,            Distillate fuel oil (Mb/d),2005,2
17627,Malaysia,            Residual fuel oil (Mb/d),2005,0.4
17628,Maldives,        Refined petroleum products (Mb/d),2005,0
17629,Maldives,            Distillate fuel oil (Mb/d),2005,0
17630,Maldives,            Residual fuel oil (Mb/d),2005,0
17631,Mali,        Refined petroleum products (Mb/d),2005,0.4
17632,Mali,            Distillate fuel oil (Mb/d),2005,0.4
17633,Mali,            Residual fuel oil (Mb/d),2005,0
