API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Taiwan,            Residual fuel oil (Mb/d),,,,,,,9.1,9,20,28,28,25,25,26,37,42,38,47,53,66,60,41,42,52,41,41,40,36,31,26,29,27,19,20,19.1015249418454,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,1.7,0,0,0,0,0,0,0,0.065,0.0869041095890411,0.108630136986301,0.0869041095890411,0.13,0.238986301369863,0.434520547945205,0.521424657534247,0.563333333333333,0.586602739726027,0.630054794520548,0.673506849315068,0.715,0.76041095890411,1.32528767123288,1.17320547945205
Tajikistan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,1.7,0,0,0,0,0,0,0,0,0,0,0,0.0866666666666667,0.0869041095890411,0.0869041095890411,0,0,,,,,,,
Tajikistan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,        Refined petroleum products (Mb/d),,,,,,,0.5,0.4,0.6,4.7,1.1,1,0.4,1,1,1,1.1,1.1,1.1,1.1,0.5,0.4,0.4,0.4,0.4,0.5,2.3,2.5,2.6,2.7,3.1,3.4,3.5,3.8,4.11123287671233,
Tanzania,            Distillate fuel oil (Mb/d),,,,,,,0.07315,0,0.1,4.7,1.1,0.6,0.02038,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.0203825136612022,0.0204383561643836,0.0204383561643836,0.0204383561643836,0.0203825136612022,0.0692054794520548,1.9,0.02043835616,0.02043835616,,,,,,,
Tanzania,            Residual fuel oil (Mb/d),,,,,,,0.5,0.4,0.4,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.9,0.9,1,1.11304109589041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,        Refined petroleum products (Mb/d),,,,,,,24,30,35,41,33,39,39,18,19,19,15,15,15,15,70.800519125683,75.1758082191781,78.5204383561644,82.7038356164384,94.5879781420765,99.3073972602739,103.370739726027,100.377342465754,95.9751912568306,90.8230136986301,92.9994246575343,92.1297534246575,87.1781147540984,93.1969315068493,95.2244383561643,103.271315068493
Thailand,            Distillate fuel oil (Mb/d),,,,,,,21,25,30,36,27,32,31,14,15,15,12,2.1,2.1,2.1,30,1.6,1.7,1.5,1.5,1.2,0.9,0.5,0.1,,,,,,,
Thailand,            Residual fuel oil (Mb/d),,,,,,,3,4.8,4.9,5.1,5.9,7.5,8,3.6,4,4,3,13,13,13,12.5011475409836,13.046301369863,15.2906301369863,19.98,24.1106557377049,28.1179726027397,28.793095890411,28.519397260274,28.9691803278689,26.7312328767123,24.8883287671233,18.7392328767123,13.7931147540984,13.9403835616438,18.5750136986301,21.038301369863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bahamas,        Refined petroleum products (Mb/d),,,,,,,4.6,6.7,5.4,3.7,6.8,4.7,3.5,4.2,4.4,4.1,4.1,8.5,5.4,5.4,4.1,4.2,4.2,5.1,5.7,3.9,5.9,6.7,6,5.5,5.5,5.5,5.5,3.8,3.81213698630137,
The Bahamas,            Distillate fuel oil (Mb/d),,,,,,,1,0.9,3.1,0.9,1.2,1.3,0.6,1.3,1.6,1.3,1.3,2.6,2.6,2.6,1.3,1.4,1.4,1.6,1.9,1.1,1.9,1,1,,,,,,,
The Bahamas,            Residual fuel oil (Mb/d),,,,,,,3.6,5.8,2.3,2.8,5.6,3.5,2.9,2.9,2.8,2.8,2.8,5.9,2.8,2.8,2.8,2.8,2.8,3.6,3.8,2.8,4,4,4,4.1,4.1,4.1,4.1,2.5,2.48153424657534,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0.0651780821917808,0.0651780821917808,
Timor-Leste,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,,0,0,0,0,0,,,,,,,
Timor-Leste,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,        Refined petroleum products (Mb/d),,,,,,,0.00408,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.2,1,1.2,1.4,1.4,1.8,1.7,1.8,1.9,2.04208219178082,
Togo,            Distillate fuel oil (Mb/d),,,,,,,0.00408,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.2,1,0.3,0.08175342464,,,,,,,
Togo,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0.0869,0.0869,0,0,0.06517,0.06517,0.06517,0.065,0.06517,0.06517,0.0651780821917808,0.065,0.0217260273972603,0.0217260273972603,0.0217260273972603,0.0216666666666667,0.0434520547945205,0.0217260273972603,0.0217260274,0.0217260274,0.0217260273972603,0.0217260273972603,0.0217260273972603,0.0217260273972603,0.0654794520547945,0.0654794520547945,
Tonga,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0.0869,0.0869,0,0,0.06517,0.06517,0.06517,0.065,0.06517,0.06517,0.0651780821917808,0.065,0.0217260273972603,0.0217260273972603,0.0217260273972603,0.0216666666666667,0.0434520547945205,0.0217260273972603,0,0,,,,,,,
Tonga,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,        Refined petroleum products (Mb/d),,,,,,,7,1.7,2.2,0.8,0.5,1.5,1.6,4.2,5.5,5,5.5,5.5,6,2.9,2.9,6.6,13,14,14,9.4,6.4,6.8,8.3,10,8,14,12,16,13.1812602739726,
Trinidad and Tobago,            Distillate fuel oil (Mb/d),,,,,,,1.9,0.8,1.6,0.2,0.1,1.1,1.2,4.2,3.4,3.2,3.5,3.7,4.6,1.5,1.5,4.5,6.5,7.8,7.3,6.3,3.6,1.9,1.7,,,,,,,
Trinidad and Tobago,            Residual fuel oil (Mb/d),,,,,,,5,0.9,0.7,0.6,0.4,0.4,0.4,0,2.1,1.8,2,1.8,1.4,1.4,1.4,2.1,6.4,6,6.2,3.1,2.7,3.2,5.3,3.4,2.9,3.2,6.1,7,6.87895890410959,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,        Refined petroleum products (Mb/d),,,,,,,0.04087,0.1,2,2.2,3.2,1.4,1.5,3.5,3.7,4.1,4.1,4.9,1.9,1.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5,0,4.9,5.6,5.3,6.4,6.4,6.04224657534247,
Tunisia,            Distillate fuel oil (Mb/d),,,,,,,0.04087,0.1,2,2.2,3.2,1.4,1.5,3.5,3.7,4.1,4.1,4.6,1.6,1.6,0,0,0,0,0,0,0,0,0,,,,,,,
Tunisia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0,0.1,0.0547397260273973,0,0.0182465753424658,0.0182465753424658,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,        Refined petroleum products (Mb/d),3,3,0,0,0,0,3.5,3.5,2.2,3.3,2.3,2.6,2.1,1.9,2.1,3.8,2.4,3.2,3,5.4,7.7,4.7,10,12,18,20,19,16,12,11,7.2,2.9,3.7,17,18.5189589041096,
Turkey,            Distillate fuel oil (Mb/d),,,,,0,0,2,1.6,1.2,1.9,1.5,1.6,1.4,1.2,1.3,2.6,1.5,1.9,1.5,3,3.9,2.1,5.7,7.8,10,11,8.4,4.6,4.4,,,,,,,
Turkey,            Residual fuel oil (Mb/d),1,1,0,0,0,0,1.5,1.9,1,1.3,0.8,1,0.7,0.8,0.8,1.2,0.9,1.2,1.6,2.4,3.8,2.6,4.6,4.2,7.7,9.4,10,11,7.9,3.1,2.4,1.1,0.6,14,16.4342465753425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,12,10,9,9.9,10.2112328767123,
Turkmenistan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Turkmenistan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Turks and Caicos Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Turks and Caicos Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,        Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,        Refined petroleum products (Mb/d),,,,,,,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0,0.4,0.3,0.4,0.4,0.4,0.35,
U.S. Pacific Islands,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0,,,,,,,
U.S. Pacific Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Territories,        Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Territories,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Territories,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Virgin Islands,        Refined petroleum products (Mb/d),,,,,,,8.7,3.3,2.8,2.9,2.9,2.9,2.6,3.1,3.3,3.3,3.7,3.7,3.7,3.7,3.9,3.9,4,13,13,13,13,13,0,0,0,0,0,0,0,
U.S. Virgin Islands,            Distillate fuel oil (Mb/d),,,,,,,1.7,1.8,1.8,1.9,1.9,1.9,1.6,2,2,2,2.3,2.3,2.3,2.3,2.4,2.4,2.4,11,11,11,11,11,0,,,,,,,
U.S. Virgin Islands,            Residual fuel oil (Mb/d),,,,,,,7,1.5,1,1,1,1,1,1.1,1.3,1.3,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.99879452054795,
Uganda,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Uganda,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,14,14,14,14,0,14,6.7,6.4,7.8,7,7.1,7.6,5.5,5,5.8,5.2,6.2,2.7,2.78093150684931,
Ukraine,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,14,14,14,14,0,14,6.7,6.4,7.8,7,7.1,0,0,,,,,,,
Ukraine,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,        Refined petroleum products (Mb/d),,,,,,,130,131,131,131,127,192,159,162,162,160,175,201,205,205,122,129,147,152,177,188,247,252,372,310,311,326,373,368,388.098493150685,
United Arab Emirates,            Distillate fuel oil (Mb/d),,,,,,,14,14,14,14,14,15,2.4,6.8,6.8,7.3,4.3,6,10,10,1.9,1.9,2,30,30,7.5,80,2.2,2.4,,,,,,,
United Arab Emirates,            Residual fuel oil (Mb/d),,,,,,,116,117,117,117,113,178,157,155,155,152,171,195,195,195,120,127,145,122,147,180,167,169,285,228,243,256,268,267,271.381315068493,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,        Refined petroleum products (Mb/d),110,96,50,39,39,41,41,32,35,46,48,49,49,48,44,47,50,55,58,44,40,32,37,34,40,39,44,44,44,45,39,42,38,48,44.9102739726028,
United Kingdom,            Distillate fuel oil (Mb/d),,,,,20,24,24,16,19,25,23,26,26,24,25,23,24,24,29,24,23,22,23,19,22,18,21,18,14,,,,,,,
United Kingdom,            Residual fuel oil (Mb/d),31,27,25,22,19,18,17,15,16,21,25,23,23,23,20,24,26,32,30,21,17,11,14,14,18,21,23,26,30,31,23,27,20,23,18.7491780821918,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,        Refined petroleum products (Mb/d),,,,,,,,,615,619,653,741,683,627,621,634,639,681,703,660,666,614,616,640,700,733,739,747,734,685,757,728,693,953,685,
United States,            Distillate fuel oil (Mb/d),,,,,0,0,0,0,305,298,302,302,312,321,325,349,352,379,400,407,416,396,412,397,458,479,504,499,456,,,,,,,
United States,            Residual fuel oil (Mb/d),,,,,,,,,310,321,312,349,291,233,229,228,233,251,259,213,193,186,196,206,240,253,261,265,284,264,270,226,200,182,161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,        Refined petroleum products (Mb/d),,,,,,,2.3,3.4,3.1,3,3,3,4.6,3.4,4.9,4.1,9.5,7.3,6.5,6.8,5.5,7.3,6.6,6.7,6.4,8.2,6,7.7,9.6,11,10,9.2,8.1,6.1,5.91567123287672,
Uruguay,            Distillate fuel oil (Mb/d),,,,,,,1.6,2.2,2.4,2.4,2.3,2.3,2.2,1.8,3.6,1.8,5.2,3.6,3.4,3.2,2,2,1.8,2.4,2.2,3.2,3.2,2.1,2.2,,,,,,,
Uruguay,            Residual fuel oil (Mb/d),,,,,,,0.7,1.1,0.7,0.6,0.7,0.7,2.4,1.5,1.3,2.2,4.3,3.7,3.2,3.6,3.5,5.3,4.9,4.3,4.3,5,2.8,4.1,5.9,7.1,6.3,4.7,2.9,2.3,1.95238356164384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Uzbekistan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,        Refined petroleum products (Mb/d),,,,,,,0.4,0,0.4,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.203342465753425,
Vanuatu,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Vanuatu,            Residual fuel oil (Mb/d),,,,,,,0.4,0,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072986301369863,0.072986301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,        Refined petroleum products (Mb/d),,,,,,,13,13,21,21,15,23,13,23,26,28,28,28,20,20,11,12,11,9.4,12,13,26,18,19,19,18,20,18,30,28.9920821917808,
Venezuela,            Distillate fuel oil (Mb/d),,,,,,,6,5.9,8.2,8.5,2.4,10,2.5,12,14,13,13,13,12,12,1.2,1.2,1.1,0.9,1.3,3.2,16,1.5,1.5,1.6,,,,,,
Venezuela,            Residual fuel oil (Mb/d),,,,,,,6.9,7.4,12,12,12,12,11,12,13,14,14,14,8.2,8.2,10,11,9.8,8.5,11,10,11,14,15,14,14,16,15,16,14.925698630137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74366120218579,6.02627397260274,6.83964383561644,7.32356164383561,11.0162568306011,11.2167671232877,11.7850410958904,12.6983835616438,14.3467486338798,16.0024383561644,20.112904109589,15.9513424657534,16.9948087431694,18.7500821917809,18.6637808219178,23.353205479452
Vietnam,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5.6,5.2,0,0,,,,,,,
Vietnam,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62032786885246,2.91945205479452,3.21139726027397,3.97775342465753,4.49459016393443,4.52515068493151,4.96306849315068,5.07254794520548,5.09508196721311,5.29150684931507,5.83890410958904,4.30619178082192,2.91147540983607,1.93413698630137,3.4121095890411,2.97419178082192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,        Refined petroleum products (Mb/d),,,,,,,8.1,7.6,8.2,8.2,8,8.2,0,8.3,8.3,8.4,8.4,8.8,8.8,8.8,8.9,8.9,9,9,9,9,8.2,8.2,6.2,8.2,7.9,8.2,8.2,8.2,8.15,
Wake Island,            Distillate fuel oil (Mb/d),,,,,,,7.6,7.6,8.2,8.2,8,8.2,0,8.3,8.3,8.4,8.4,8.8,8.8,8.8,8.9,8.9,9,9,9,9,8.2,0.2,2.7,,,,,,,
Wake Island,            Residual fuel oil (Mb/d),,,,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,        Refined petroleum products (Mb/d),,,,,,,0.09221,0.04345,0.09196,0.09221,0.09221,0.09221,0,0.09221,0.09221,0.09221,0.09196,0.09221,0.09221,0.0922191780821918,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.135671232876712,
Western Sahara,            Distillate fuel oil (Mb/d),,,,,,,0.09221,0.04345,0.09196,0.09221,0.09221,0.09221,0,0.09221,0.09221,0.09221,0.09196,0.09221,0.09221,0.0922191780821918,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,0,,,,,,,
Western Sahara,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,        Refined petroleum products (Mb/d),,,,,,,2.9,7.1,6.8,6.2,7.5,7.3,2.8,3.4,2.8,3,3.2,4.2,3.2,3.2,1.9,1.9,2.3,2.4,4.6,4.6,4.9,5.2,4.9,4.9,4.7,3.3,2.7,4.1,3.73838356164384,
Yemen,            Distillate fuel oil (Mb/d),,,,,,,2.8,3.5,3.2,2.6,2.6,2.6,1,2.3,1.7,1.9,2.1,2.3,2.1,2.1,0.8,0.8,1.2,1.3,3.5,3.5,3.7,1.3,1.3,,,,,,,
Yemen,            Residual fuel oil (Mb/d),,,,,,,0.1,3.6,3.6,3.6,4.9,4.7,1.8,1.1,1.1,1.1,1.1,1.8,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.5,0.4,0.4,0.310191780821918,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,        Refined petroleum products (Mb/d),,,,,,,0.7,0.8,0.8,0.8,0.8,0.8,0,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0.0729508196721312,0.3,1.2,1.2,0.8,0.9,0.6,0.7,1.1,1.1,0.849972602739726,
Zambia,            Distillate fuel oil (Mb/d),,,,,,,0.7,0.8,0.8,0.8,0.8,0.8,0,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0.0729508196721312,0.2,1.2,0,0,,,,,,,
Zambia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364931506849315,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,        Refined petroleum products (Mb/d),,,,,,,2.2,2.1,1.7,1.8,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.244301369863014,
Zimbabwe,            Distillate fuel oil (Mb/d),,,,,,,2.2,2.1,1.7,1.8,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,,,,,,,
Zimbabwe,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
